name,street,postcode,city,latitude,longitude,turnover,change in turnover,profit,operative profit,personnel
Arkkitehtitoimisto Jari Hintsala,Leirintäalueentie 3,97700,Ranua,60.5822395,24.0718901,,,,,
Arkkitehtitoimisto Juhani Aalto Oy,Iso Kylätie 43,04130,Sipoo,66.695766,27.562634999999997,,,17.0,,5.0
Aihio Arkkitehdit Oy,Satakunnankatu 18 A,33210,Tampere,61.5010434,23.763256100000003,6413.0,"9,4%",1028.0,"19,8%",58.0
Arkkitehtitoimisto Juha Tuhkanen Oy,Viipurinkatu 31 A 1,00520,Helsinki,60.19314059999999,24.934214,10.0,"-54,5%",-1.0,-10%,1.0
Arkkitehtitoimisto Antti Heikkilä Oy,Äyritie 8 C,01510,Vantaa,60.29277695,24.96973014440453,394.0,"-13,6%",5.0,"1,3%",6.0
Suunnittelutoimisto Insar Oy,Torikatu 1,38200,Sastamala,40.88161525,29.368958198461943,82.0,"-2,4%",-1.0,"-1,2%",2.0
Arkkitehtisuunnittelu Arkilla Oy,Käsityöläiskatu 4,45100,Kouvola,60.4488936,22.2585192,183.0,"5,2%",13.0,"8,7%",
Arkkitehtuuritoimisto Vihanto & Co Oy,Satakunnankatu 33 b,33210,Tampere,61.5010434,23.763256100000003,673.0,"-8,2%",1.0,"0,1%",9.0
Arkkitehtuuritoimisto Ossi Sarkoranta Ky,Vallinkallionkuja 7 a 3,23600,Kalanti,60.823188,21.536445699999998,,,,,
KVA Arkkitehdit Oy,Keilaniementie 1,02150,Espoo,60.17505309999999,24.831067945692617,2579.0,"10,6%",8.0,"-1,5%",32.0
Arktika Suunnittelutoimisto,Puolikkotie 8 ,(Regus,"Iso Omena Business Center), 02230 Espoo",60.1631868,24.73904374851527,,,,,
Suunnittelutoimisto Pauli Nuutinen Ky,Jokikatu 7,80220,Joensuu,62.59576945,29.76977961387928,,,,,
K-Suunnittelu Savonlinna / EL Palsa,Olavinkatu 52,57100,Savonlinna,61.870172700000005,28.877041600000002,,,,,
HMT Arkkitehdit Oy,Hämeentie 155,00560,Helsinki,60.45859720000001,22.3083146,387.0,"-26,3%",-47.0,"-11,8%",8.0
Lakeuden Alk-Rakennus Oy,60200 Seinäjoki,,,62.73112337203681,22.859740421803398,48.0,"4,3%",-1.0,"-2,1%",1.0
LPR-arkkitehdit Oy,Kauppiaskatu 5 A,20100,Turku,60.4537174,22.2656557,1707.0,"30,8%",225.0,"16,3%",14.0
ArkVisio Oy,Puustellinpolku 12,00410,Helsinki,60.24527165,24.860982906668287,,,,,
Arkkitehtitoimisto Hyvärinen & Co Oy,Vattuniemenkatu 15 A,00210,Helsinki,60.1543916,24.884773499999998,,,,,
Arkkitehtuuritoimisto Arsatek Oy,Possijärvenkatu 1,33400,Tampere,61.51734855,23.664015344288988,1100.0,"39,9%",117.0,"13,5%",10.0
Kakadu,Kaikukatu 2 C,00530,Helsinki,60.1829064,24.959174899999997,883.0,"-16,7%",25.0,"3,3%",15.0
Arkkitehtuuritoimisto Jaakko Nieminen Oy,Alinenkatu 43,37100,Nokia,61.1231846,21.510432,262.0,11%,11.0,"4,4%",
Suunnittelu- ja Piirustuspalvelu A Heikkinen Oy,Kintastie 4,87700,Kajaani,65.0257632,25.529754699999998,,,11.0,,1.0
Arkyhtymä Oy,Viipurintie 45,15150,Lahti,60.9750275,25.69596826462241,218.0,"-12,1%",-19.0,"-8,3%",3.0
Ajan Arkkitehdit Oy,Raatihuoneenkatu 19 B,00210,"kerros, 13100 Hämeenlinna",62.384322,21.2233462,815.0,"34,9%",259.0,"38,2%",8.0
Suunnittelutalo PPG Oy,Virtaintie 17,34800,Virrat,62.258184,24.431699,1530.0,"15,5%",327.0,"26,6%",12.0
Arkkitehtitoimisto Jari Hintsala,Leirintäalueentie 3,97700,Ranua,60.5822395,24.0718901,,,,,
Arkkitehtitoimisto Juhani Aalto Oy,Iso Kylätie 43,04130,Sipoo,66.695766,27.562634999999997,,,17.0,,5.0
Aihio Arkkitehdit Oy,Satakunnankatu 18 A,33210,Tampere,61.5010434,23.763256100000003,6413.0,"9,4%",1028.0,"19,8%",58.0
Arkkitehtitoimisto Juha Tuhkanen Oy,Viipurinkatu 31 A 1,00520,Helsinki,60.19314059999999,24.934214,10.0,"-54,5%",-1.0,-10%,1.0
Arkkitehtitoimisto Antti Heikkilä Oy,Äyritie 8 C,01510,Vantaa,60.29277695,24.96973014440453,394.0,"-13,6%",5.0,"1,3%",6.0
Suunnittelutoimisto Insar Oy,Torikatu 1,38200,Sastamala,40.88161525,29.368958198461943,82.0,"-2,4%",-1.0,"-1,2%",2.0
Arkkitehtisuunnittelu Arkilla Oy,Käsityöläiskatu 4,45100,Kouvola,60.4488936,22.2585192,183.0,"5,2%",13.0,"8,7%",
Arkkitehtuuritoimisto Vihanto & Co Oy,Satakunnankatu 33 b,33210,Tampere,61.5010434,23.763256100000003,673.0,"-8,2%",1.0,"0,1%",9.0
Arkkitehtuuritoimisto Ossi Sarkoranta Ky,Vallinkallionkuja 7 a 3,23600,Kalanti,60.823188,21.536445699999998,,,,,
KVA Arkkitehdit Oy,Keilaniementie 1,02150,Espoo,60.17505309999999,24.831067945692617,2579.0,"10,6%",8.0,"-1,5%",32.0
Arktika Suunnittelutoimisto,Puolikkotie 8 ,(Regus,"Iso Omena Business Center), 02230 Espoo",60.1631868,24.73904374851527,,,,,
Suunnittelutoimisto Pauli Nuutinen Ky,Jokikatu 7,80220,Joensuu,62.59576945,29.76977961387928,,,,,
K-Suunnittelu Savonlinna / EL Palsa,Olavinkatu 52,57100,Savonlinna,61.870172700000005,28.877041600000002,,,,,
HMT Arkkitehdit Oy,Hämeentie 155,00560,Helsinki,60.45859720000001,22.3083146,387.0,"-26,3%",-47.0,"-11,8%",8.0
Lakeuden Alk-Rakennus Oy,60200 Seinäjoki,,,62.73112337203681,22.859740421803398,48.0,"4,3%",-1.0,"-2,1%",1.0
LPR-arkkitehdit Oy,Kauppiaskatu 5 A,20100,Turku,60.4537174,22.2656557,1707.0,"30,8%",225.0,"16,3%",14.0
ArkVisio Oy,Puustellinpolku 12,00410,Helsinki,60.24527165,24.860982906668287,,,,,
Arkkitehtitoimisto Hyvärinen & Co Oy,Vattuniemenkatu 15 A,00210,Helsinki,60.1543916,24.884773499999998,,,,,
Arkkitehtuuritoimisto Arsatek Oy,Possijärvenkatu 1,33400,Tampere,61.51734855,23.664015344288988,1100.0,"39,9%",117.0,"13,5%",10.0
Kakadu,Kaikukatu 2 C,00530,Helsinki,60.1829064,24.959174899999997,883.0,"-16,7%",25.0,"3,3%",15.0
Arkkitehtuuritoimisto Jaakko Nieminen Oy,Alinenkatu 43,37100,Nokia,61.1231846,21.510432,262.0,11%,11.0,"4,4%",
Suunnittelu- ja Piirustuspalvelu A Heikkinen Oy,Kintastie 4,87700,Kajaani,65.0257632,25.529754699999998,,,11.0,,1.0
Arkyhtymä Oy,Viipurintie 45,15150,Lahti,60.9750275,25.69596826462241,218.0,"-12,1%",-19.0,"-8,3%",3.0
Ajan Arkkitehdit Oy,Raatihuoneenkatu 19 B,00210,"kerros, 13100 Hämeenlinna",62.384322,21.2233462,815.0,"34,9%",259.0,"38,2%",8.0
Suunnittelutalo PPG Oy,Virtaintie 17,34800,Virrat,62.258184,24.431699,1530.0,"15,5%",327.0,"26,6%",12.0
Arkitektbyrå R. Wingren Ab,Villavägen 8,68580,Larsmo,55.83673149999999,13.300955300000002,243.0,"14,1%",19.0,"8,2%",3.0
Arkkitehtitoimisto Vapaavuori Oy,Itäinen Rantakatu 64,20810,Turku,60.43912025,22.24769048528368,76.0,"-38,7%",-21.0,"-26,3%",1.0
ark.in Arkkitehtuuritoimisto Ky,Sammonkatu 8-10 F,33540,Tampere,62.5906047,29.7762076,,,,,
Sigge Arkkitehdit Oy,Läntinen Rantakatu 53,20100,Turku,60.44117765,22.24626016886528,5415.0,"15,9%",1214.0,"27,6%",53.0
Sigge Arkkitehdit Oy,Perämiehenkatu 12 e,00150,Helsinki,60.157712800000006,24.935277199999998,5415.0,"15,9%",1214.0,"27,6%",53.0
Arkkitehtitoimisto Tähti-Set Oy,Pyhäjärvenkatu 1 A,33200,Tampere,61.4923998,23.7511607,3320.0,"7,4%",579.0,"21,3%",32.0
Arrak Arkkitehdit Kiiskilä Rautiola Rautiola Oy,Pursimiehenkatu 6 C,00150,Helsinki,63.1085944,21.595792899999996,1009.0,"61,7%",121.0,"11,8%",10.0
Arkkitehtuuri Oy Lehtinen Miettunen,Viipurintie 4,13200,Hämeenlinna,60.973240399999995,25.7020904,625.0,"1,3%",277.0,"55,3%",
Arkkitehtitoimisto Kronlöf Pauliina ja Juha Oy,Sepänkatu 17 F,00150,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Jorma Paloranta Oy,Kyöstintie 29,84100,Ylivieska,60.771537699999996,26.795267,,,,,
Arkkitehtitoimisto Lindqvist Marjut,Simpukkatie 28,48310,Kotka,61.4987764,21.823795899999997,,,,,
Plaana Oy,Tyrnäväntie 12,90400,Oulu,64.99515210000001,25.458692000000003,3140.0,3%,294.0,"8,9%",34.0
Arkkitehtitoimisto Haroma & Partners Oy,Itäinen Rantakatu 74 D 169,20810,Turku,0.0,0.0,,,,,
Arkkitehtuuritoimisto Sintonen-Rahunen-Karjalainen Lahti,Rauhankatu 17 B,15110,Lahti,63.095088,21.626063000000002,136.0,3%,8.0,"7,4%",2.0
Arkkitehtitoimisto AR-Vastamäki Oy,Satakunnankatu 13 B,33100,Tampere,61.50086339999999,23.76357028778697,,,,,
Arkkitehtitoimisto Ad.Ce Suunnittelu Oy,Puutarhakatu 49,20100,Turku,62.899345600000004,27.677740399999998,166.0,"-10,3%",45.0,"34,3%",1.0
Arkkitehtitoimisto Ilkka Ridanpää Oy,Rautatienkatu 19 A 43,15110,Lahti,0.0,0.0,,,,,
Arkkitehtitoimisto Kekkonen & Vuorento Oy,Kauppalankatu 2 B,05800,Hyvinkää,60.86908680000001,26.703750205732288,211.0,"6,6%",7.0,"3,3%",3.0
Leppänen Arkkitehdit Oy,Klaneettitie 6-8 B,00420,Helsinki,60.23814795,24.875825086130465,522.0,"-5,6%",27.0,"6,9%",6.0
Tiina Elina Toivonen Consulting Kommandiittiyhtiö,Pohjoisranta 11,28100,Pori,61.492723100000006,21.798102552987636,,,,,
Arkkitehtitoimisto Vesa Näsi,Kuntalantie 8 B,03850,Pusula,60.470563399999996,23.984876899999996,,,,,
Saraco D&M Oy,Annankatu 27, 00100, Helsinki,60.1675711,24.9361326,3914.0,"1,8%",560.0,"16,6%",22.0
Rakennus- ja Arkkitehtipalvelu Pertti Ahola Oy,Loukkukatu 22,40630,Jyväskylä,60.627852000000004,23.9363212,48.0,"-17,2%",28.0,"64,6%",
Arkkitehtiryhmä A6 Oy,Pursimiehenkatu 29 A,00150,Helsinki,60.1605623,24.9411704,1506.0,1%,180.0,"14,9%",22.0
Arkkitehtitoimisto Arkture Oy,Kauppakatu 15,95400,Tornio,62.598453799999994,29.758523600000004,234.0,"0,4%",108.0,"57,4%",2.0
Arkkitehtitoimisto Lilja Oy,Munkinmäentie 19 ,02400,Kirkkonummi,0.0,0.0,,,,,
Arkkitehtitoimisto Tilatakomo Oy,Pyhäjärvenkatu 6,33200,Tampere,61.473659700000006,23.666195899999998,423.0,"-4,7%",172.0,"49,2%",
Arkkitehtuuritoimisto J-P Husso,Paavo Kolin katu 4 B 10,33720,Tampere,0.0,0.0,,,,,
Arkman Arkkitehtuuri Oy,Pitkänsillankatu 1-3 3.krs,67100,Kokkola,0.0,0.0,,,,,
Konsultointi Karhulat Oy,Hallituskatu 13 - 17 c 20,90100,Oulu,0.0,0.0,,,,,
Studio Puisto Arkkitehdit Oy,Mariankatu 7 A 4,00170,Helsinki,60.455437399999994,26.230037100000004,1085.0,-4%,7.0,"0,9%",
Arkkitehtitoimisto HMV Oy,Töölönkatu 4,00100,Helsinki,60.1774274,24.928369500000002,1519.0,"-8,3%",167.0,"13,9%",13.0
Arkkitehtitoimisto Hedman & Matomäki Oy - Arkitektbyrå Hedman & Matomäki Ab,Suolakivenkatu 16 Lt 1,00810,Helsinki,60.1891791,25.0264303,,,37.0,,6.0
Arkkitehtitoimisto Jussi Tervaoja Oy,Klyyvari 3 A,90510,Oulu,65.0379692,25.421320899999998,228.0,"8,1%",97.0,"53,3%",3.0
Arkkitehtitoimisto Käppi Oy,Pallokentäntie 4,45700,Kuusankoski,60.90591625,26.621633830424763,487.0,"2,3%",3.0,"0,8%",5.0
Arkkitehtitoimisto Ulla Hovi Oy,Ruukinkatu 11 A,48100,Kotka,60.453325899999996,22.301838399999998,208.0,"7,2%",-3.0,"0,5%",5.0
Arkkitehtuurisuunnittelu P. Pylkkönen-Palm,Puuvillakatu 4,30100,Forssa,59.4523879,24.701062,,,,,
Arkkitehtuuritoimisto Kari Järvinen,Lohikuja 2,17200,Vääksy,61.8637946,28.83559353272859,,,,,
Liike Oy Arkkitehtistudio,Malminkatu 28,00100,Helsinki,60.1676941,24.9281904,400.0,"4,7%",83.0,"26,1%",4.0
Suunnittelumikkonen Ky,Takalontie 810,90910,Kontio,65.15106949999999,25.640005300000002,,,,,
Tilatoive Oy,Kuuselantie 11 b,90800,Oulu,65.0772972,25.397946700000002,96.0,"-10,3%",-15.0,-14%,1.0
arkkitehdit MV oy,Otsolahdentie 7 A,02110,Espoo,60.1777897,24.818955351908308,573.0,"8,7%",94.0,"20,4%",5.0
Arkkitehtuuritoimisto Ovaskainen Oy,Satamatie 25,53900,Lappeenranta,61.0685784,28.179645084177213,,,,,
Arkkitehtitoimisto Rosberg Ikävalko Oy,Möysänkatu 3,15150,Lahti,60.97973295,25.68187505,1522.0,"-4,9%",395.0,31%,10.0
Arkera Oy,Ali-Huikkaantie 33 A,33560,Tampere,61.4974003,23.8387179,291.0,"-2,7%",5.0,"2,4%",4.0
Arkkitehtuuritoimisto Erkka Ruusunen Oy,Valtakatu 6,26100,Rauma,61.05753085,28.174110355848807,,,,,
Insinööritoimisto Laaksonen Oy,Perttulankatu 21,05900,Hyvinkää,60.6370904,24.83854575941286,,,,,
Talopiirtopalvelu Kari Mäntylä Tmi,Kauppakatu 10,43100,Saarijärvi,61.1900808,28.77044664896959,,,,,
V-S Tekniikkatalo Oy,Maariankatu 4 A,20100,Turku,60.567201000000004,27.194795199999998,241.0,"-1,6%",35.0,"18,3%",3.0
Arkkitehdit Davidsson Tarkela Oy,Kasarmikatu 36,00130,Helsinki,60.16521120000001,24.9469241,1869.0,"5,4%",-76.0,"-4,1%",13.0
NAC Arkkitehdit Oy,Vaasanpuistikko 18,65100,Vaasa,60.18797985,24.96074215420701,,,,,
Arkkitehtitoimisto Ark'Aboa Oy,Nahkurinkatu 8,20100,Turku,60.45475195,22.272427216126104,503.0,"13,3%",1.0,"0,2%",
Arkkitehtitoimisto HKP,Bulevardi 44 , 00120, Helsinki,60.161864,24.9314657,2544.0,"3,8%",299.0,"14,7%",18.0
Arkkitehtitoimisto Planssi Oy,Hakuntie 6,45610,Koria,60.85069615000001,26.60507834991488,220.0,"11,9%",54.0,"30,5%",2.0
Arkkitehtitomisto Schauman Arkkitehdit Oy,Linnankatu 9 D kattokrs,20100,Turku,0.0,0.0,,,,,
Insinööritoimisto Savolainen Oy,Microkatu 1,70210,Kuopio,62.8888517,27.628521632078325,,,,,
Arkkitehdit P & R Oy,Veturikuja 7,01300,Vantaa,60.29806315,25.04434007285181,912.0,"26,7%",5.0,"2,8%",11.0
Arkkitehtitoimisto Yrjö J. Warvas Oy,Kalevankatu 4,08100,Lohja,61.06239415,28.25957245,,,,,
N.e.o Ark Oy,Kuusistontie 6,33480,Ylöjärvi,60.34993475,24.89565908693843,200.0,"9,9%",-42.0,"-20,5%",
Oopeaa,Kauppakatu 19 A,60100,Seinäjoki,62.891366000000005,27.6732691,1408.0,"14,9%",105.0,"9,3%",14.0
Rockplan,Kellosilta 5 B 3.krs,00520,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Jaakkola Hannu Oy,Tallbergin puistotie 1,00200,Helsinki,60.1580519,24.881248384619397,3067.0,"23,6%",440.0,18%,19.0
Insinööritoimisto Tilatek Oy,Ruokojärvenkatu 7,38700,Kankaanpää,61.8010461,22.395740600000003,472.0,"-2,5%",30.0,"10,2%",6.0
Arkkitehtuuritoimisto Pekka Hornamo Ky,Vuorikatu 4 B 45,00100,Helsinki,0.0,0.0,,,,,
Arkkitehtimo Oy,Gallen-Kallelankatu 8,28100,Pori,61.486808200000006,21.7944786,169.0,47%,38.0,"27,8%",1.0
Insinööritoimisto Oikarainen Oy,Torangintaival 1,93600,Kuusamo,65.9429728,29.2167875,479.0,"-12,1%",139.0,"35,9%",4.0
ARK Vahtera Oy,Pitkämäenkatu 11 A,20250,Turku,60.45656170000001,22.2365147,,,,,
Lukkaroinen Arkkitehdit Oy,Kauppurienkatu 12,90100,Oulu,65.01094570000001,25.473292899999997,6542.0,44%,686.0,"13,2%",61.0
Jeskanen-Repo-Teränne Arkkitehdit Oy,Pursimiehenkatu 29-31 B,00150,Helsinki,60.1585667,24.9334431,1616.0,"39,4%",378.0,"29,1%",
Arkkitehtitoimisto Päivi Vuori,Mikkolankuja 30,31700,Urjala as,60.9562395,24.496350699999997,,,,,
Arkkitehtitoimisto Virkkunen & Co,Tallberginkatu 9,00180,Helsinki,60.16377070000001,24.902885100000002,1259.0,-19%,164.0,"16,4%",11.0
Insinööri- ja arkkitehtitoimisto Oy Palola & Piispanen,Elektroniikkatie 3,90590,Oulu,65.0584849,25.4399524,773.0,"10,1%",105.0,17%,12.0
Polyplan Oy Ab,Raastuvankatu 18 B,65100,Vaasa,63.0957081,21.6126092,,,,,
Arkkitehtitoimisto Lasse Kosunen Oy,Aleksis Kiven katu 11 B,33100,Tampere,60.1956262,24.936538600000002,1283.0,"25,7%",242.0,"23,2%",
Arkkitehtitoimisto Arto Mattila Oy,Sepänkatu 9,70100,Kuopio,60.1591331,24.9394421,86.0,"-11,3%",6.0,7%,
Arkitekttjänst Johan Ångerman,Frilundsvägen 2,65170,Vasa,63.092361600000004,21.559872199999997,93.0,"8,1%",6.0,"8,5%",1.0
Arkkitehtitoimisto H&M Arkkitehdit,Rautatienkatu 19 A,15110,Lahti,65.0000605,25.4688456,473.0,"18,5%",82.0,"19,8%",
Arkkitehtitoimisto Hannu,Kalevalankatu 11 A,32200,Loimaa,62.9008035,27.6966477,,,,,
Arkkitehtitoimisto Huvila Oy,Sturenkatu 4,00510,Helsinki,60.193187300000005,24.9544127,237.0,"10,7%",24.0,"13,1%",3.0
Arkkitehtitoimisto RCo Oy,Hallituskatu 19,13100,Hämeenlinna,61.0716515,28.257620199999998,394.0,"9,1%",22.0,"7,1%",4.0
Arosuo Arkkitehdit Oy,Itäinen Pitkäkatu 21 A,20700,Turku,60.4393711,22.261936600000002,545.0,"-17,5%",37.0,"4,9%",
Suunnittelutoimisto Jalkanen Oy,Possijärvenkatu 1,33400,Tampere,61.51734855,23.664015344288988,184.0,"11,5%",0.0,"-5,4%",3.0
Zaner Arkkitehdit Oy,Säterinkulma 7 B 13,42100,Jämsä,0.0,0.0,,,,,
VPL Arkkitehdit Oy,Pursimiehenkatu 29-31 B,00150,Helsinki,60.1585667,24.9334431,1318.0,"25,2%",246.0,"23,3%",10.0
AK-Plan Oy,Rantakatu 13 C 45,65100,Vaasa,20.9331551,-89.596046,355.0,"1,4%",170.0,"55,8%",3.0
Arkkitehdit K H Ky,Paciuksenkuja 1,00270,Helsinki,60.196535600000004,24.8973914,,,,,
Arkkitehtitoimisto Jorma Teppo Oy,Nummikatu 10,90100,Oulu,60.455721700000005,22.3083806,760.0,"73,1%",142.0,"32,6%",7.0
Arkkitehtitoimisto L-N Oy,Henry Fordin katu 5 K,00150,Helsinki,60.1530291,24.9250917,424.0,"33,8%",183.0,"54,2%",1.0
Arkkitehtitoimisto Rantakokko Oy,Pohjolankatu 4,96100,Rovaniemi,61.86383395,28.93885081545663,271.0,"-19,3%",5.0,"2,6%",4.0
Oopeaa,Eteläinen Hesperiankatu 8,00100,Helsinki,60.177020299999995,24.9267388,1408.0,"14,9%",105.0,"9,3%",14.0
ARK Takala Oy,Henrikinkatu 9,20500,Turku,60.45286425000001,22.27978735246093,1554.0,"-9,9%",9.0,"0,9%",19.0
Arcadia Oy Arkkitehtitoimisto,Niskakatu 16 B,80100,Joensuu,62.6043239,29.754946,799.0,"-19,4%",100.0,"15,9%",9.0
Arkkitehtitoimisto Amazon,Karjaportintie 27,90140,Oulu,65.0003853,25.498299,,,,,
Arkkitehtitoimisto Ark Plan Oy,Kalevankatu 6-8,60100,Seinäjoki,64.26759670000001,24.8266633,76.0,"13,4%",0.0,0%,
Arkkitehtitoimisto JVK-Arkkitehdit Ky,Isokatu 27 B 16,90100,Oulu,0.0,0.0,,,,,
Arkkitehtitoimisto Marja-Terttu Mäki,08200 Lohja,,,60.25260359999999,24.0684575,,,,,
Arkkitehtitoimisto Merja Eskola,Uudenmaankatu 2 K 3,00120,Helsinki,60.45174720000001,22.2755401,,,,,
Arkkitehtitoimisto Rahola Ulla,Karlax Vartiosaari,00830,Helsinki,60.18845110000001,25.07909695852067,,,,,
Arkkitehtitoimisto Sarpaneva Oy Ab,Itälahdenkatu 18 C,00210,Helsinki,60.1474753,24.8825265,,,,,
Arkkitehtuuritoimisto Jari Miettunen,Kuussaarentie 7 D,95220,Simoniemi,62.7489361,29.8082593,,,,,
BST-Arkkitehdit Oy,Finlaysoninkatu 5,33210,Tampere,61.501971999999995,23.758177,2821.0,-2%,425.0,"18,9%",35.0
Hila Arkkitehdit Oy,Hämeenkatu 22,20500,Turku,60.56653085,27.2275601,,,32.0,,3.0
Insinööritoimisto Kujanpää Samuli Tmi,Auerkatu 5,20900,Turku,46.3465946,11.298633500000001,,,,,
Kirsti Sivén & Asko Takala Arkkitehdit Oy,Korkeavuorenkatu 25 A 5,00130,Helsinki,60.160218799999996,24.9465659,1337.0,"-18,2%",140.0,"12,8%",17.0
Suunnittelupiste Oy,Yliopistonkatu 44,40100,Jyväskylä,62.24540020000001,25.749107719038463,17.0,"6,3%",7.0,"35,3%",1.0
Vauhtiviiva Oy,Kirkkokatu 20 A 20,90100,Oulu,64.2265402,27.7308892,315.0,"19,8%",-6.0,"-1,9%",
Arkkitehdit Tommila Oy,Kuusiniementie 5,00340,Helsinki,60.1880786,24.8681008,661.0,,139.0,"26,3%",14.0
Arkkitehdit NRT Oy,Kalevankatu 31,00100,Helsinki,62.6036001,29.7561053,2811.0,"-5,4%",338.0,15%,34.0
Arkkitehtitoimisto A-Konsultit Oy / Arkitektbyrå A-Konsult Ab,Ratakatu 19,00120,Helsinki,42.0352799,21.037494600000002,1585.0,"39,4%",138.0,"9,1%",16.0
Arkkitehtitoimisto Lpv Jyväskylä Oy,Gummeruksenkatu 7 A 1,40100,Jyväskylä,62.2410899,25.7409844,1057.0,"12,7%",201.0,"24,2%",
Arkkitehdit Kontukoski Oy,Finlaysoninkuja 9,33210,Tampere,61.502081499999996,23.7588401,1533.0,"35,9%",303.0,"24,8%",15.0
STYR Suunnittelu,Salakkakatu 3,70820,Kuopio,62.8168825,27.674326500000003,,,,,
Gravicon Oy,Sturenkatu 4,00510,Helsinki,60.193187300000005,24.9544127,2608.0,"22,2%",52.0,"2,1%",24.0
Arkki J. Murtosaari Ky,Lapamutka 18,41120,Puuppola,0.0,0.0,,,,,
Korjausrakentaminen Vanhoo Ossoo / Maria Luostarinen,Asikkalantie 21,58900,Rantasalmi,61.179079099999996,25.5240383,,,,,
Arkkitehdit Lång-Kivilinna & Larikka Arkitekter Oy Ab,Yliopistonranta 8 rakennus F2,65200,Vaasa,0.0,0.0,,,,,
Arkkitehdit MY Oy,Aleksis Kiven katu 10 E 60,33210,Tampere,0.0,0.0,,,,,
Arkkitehtitoimisto Antti Voutilainen Oy,Laivurinkatu 33 C 54,00150,Helsinki,0.0,0.0,,,,,
Arkkitehtitoimisto Arto Klemetti Oy,Pohjolankatu 28 B 4,87100,Kajaani,63.559855799999994,27.1900755,143.0,"60,7%",33.0,"29,4%",1.0
Arkkitehtitoimisto Kareoja-Herranen,Pursimiehenkatu 26 C,00150,Helsinki,60.1605623,24.9411704,94.0,-13%,8.0,"10,6%",2.0
Arkkitehtitoimisto V.Sairanen,Kalustetie 1,01720,Vantaa,60.27665210000001,24.8187266,,,,,
Arkkitehtuuritoimisto Ava,Holstilantie 1 a,71570,Syvänniemi,62.845266099999996,27.3117756,,,,,
Rakennusvalvonta ja Rakennussuunnittelu Tero Kontiainen,Yhdystie 4,66400,Laihia,61.70336045000001,27.20574839761318,,,,,
Ark-House Arkkitehdit Oy,Pursimiehenkatu 26 C,00150,Helsinki,60.1605623,24.9411704,1188.0,"12,2%",78.0,"8,3%",10.0
Arkkitehtuuritoimisto Pirjo Huhtakangas,Linnankoskenkatu 59 A 1,06100,Porvoo,60.392141200000005,25.6704609,,,,,
"martens arkkitehdit, ateljé",Tanotorventie 19 A,00420,Helsinki,60.24143929999999,24.8924439,,,,,
Arkkitehtuuritoimisto Juha Pekka Mikkonen,Tarkka-ampujankatu 14,90120,Oulu,65.00363829999999,25.454382422341236,,,,,
Laaja Arkitekter Ab,Runebergsgatan 8,68600,Jakobstad,63.840436399999994,23.14715285000001,299.0,"1,7%",-8.0,"-2,3%",
Rakennussuunnittelu Markku Syväluoma Oy,Joentaustantie 810,64720,Perälä,60.8937502,21.7003074,,,20.0,,
Suunnittelu Penark Oy,Kuninkaankatu 39 B,33200,Tampere,62.892050399999995,27.6850985,433.0,"16,7%",73.0,"19,2%",4.0
Hellevi Saarinen,Yliopistonkatu 44,40100,Jyväskylä,62.24540020000001,25.749107719038463,,,,,
Ismo Blomqvist,Ali-Huikkaantie 33 A,33560,Tampere,61.4974003,23.8387179,,,,,
Paula Markkula,Puutarhakatu 49,20100,Turku,62.899345600000004,27.677740399999998,,,,,
Tapani Penttilä,Maariankatu 4 C VI krs.,20100,Turku,0.0,0.0,,,,,
Jarkko Lukander,Maariankatu 4 C VI krs.,20100,Turku,0.0,0.0,,,,,
Johan Helmisaari,Maariankatu 4 C VI krs.,20100,Turku,0.0,0.0,,,,,
Asiakaspalvelu,Maariankatu 4 C VI krs.,20100,Turku,0.0,0.0,,,,,
 Kari Harju,Satakunnankatu 33 b,33210,Tampere,61.5010434,23.763256100000003,,,,,
Anneli Hellsten,Rautatienkatu 19 A,15110,Lahti,65.0000605,25.4688456,,,,,
Anssi Lassila,Hakalankatu 10 B,60100,Seinäjoki,62.78507420000001,22.851659299999998,,,,,
Ari Heikkinen,Kintastie 4,87700,Kajaani,65.0257632,25.529754699999998,,,,,
Arto Mattila,Kidekatu 15,70840,Kuopio,46.977483,23.6006827,,,,,
Barbro Holmberg,Hämeentie 155 C,00560,Helsinki,60.45859720000001,22.3083146,,,,,
Hannu Kiiskilä,Pursimiehenkatu 6 C,00150,Helsinki,63.1085944,21.595792899999996,,,,,
Heidi Mäkeläinen,Paciuksenkuja 1,00270,Helsinki,60.196535600000004,24.8973914,,,,,
Hilkka Maija Antila,Vaasanpuistikko 18,65100,Vaasa,60.18797985,24.96074215420701,,,,,
Janne Helin,Linnankatu 9 D kattokrs,20100,Turku,0.0,0.0,,,,,
Jari Hintsala,Leirintäalueentie 3,97700,Ranua,60.5822395,24.0718901,,,,,
Jarmo Järventausta,Torikatu 1,38200,Sastamala,40.88161525,29.368958198461943,,,,,
Johan Ångerman,Frilundintie 2,65170,Vaasa,63.092361600000004,21.559872199999997,,,,,
Johanna Vihikangas,Kolmihaarankatu 6,33330,Tampere,61.5028899,23.577530399999997,,,,,
Juha Heinämäki,Virtaintie 17,34800,Virrat,62.258184,24.431699,,,,,
